Vintage 2024 Prepared October 2025,,,,,,,,
countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
1,Adams,2023,535901,7700,6905,3611,4406,Estimate
3,Alamosa,2023,16650,57,182,170,45,Estimate
5,Arapahoe,2023,661564,3495,7619,4828,704,Estimate
7,Archuleta,2023,14182,189,98,150,241,Estimate
9,Baca,2023,3389,-45,40,50,-35,Estimate
11,Bent,2023,5700,275,46,71,300,Estimate
13,Boulder,2023,328337,308,2398,2148,58,Estimate
14,Broomfield,2023,77133,864,673,467,658,Estimate
15,Chaffee,2023,20602,347,169,212,390,Estimate
17,Cheyenne,2023,1741,8,12,28,24,Estimate
19,Clear Creek,2023,9164,-196,68,64,-200,Estimate
21,Conejos,2023,7492,-75,90,106,-59,Estimate
23,Costilla,2023,3632,17,37,55,35,Estimate
25,Crowley,2023,5639,34,29,49,54,Estimate
27,Custer,2023,5551,212,45,53,220,Estimate
29,Delta,2023,31783,207,264,446,389,Estimate
31,Denver,2023,720885,6138,8070,5176,3244,Estimate
33,Dolores,2023,2271,66,23,27,70,Estimate
35,Douglas,2023,385141,8697,3914,2071,6854,Estimate
37,Eagle,2023,54577,-741,508,173,-1076,Estimate
39,Elbert,2023,28795,970,264,209,915,Estimate
41,El Paso,2023,746917,4334,9020,5573,887,Estimate
43,Fremont,2023,50372,784,394,638,1028,Estimate
45,Garfield,2023,62864,493,709,420,204,Estimate
47,Gilpin,2023,5919,6,39,44,11,Estimate
49,Grand,2023,16000,241,127,85,199,Estimate
51,Gunnison,2023,17342,24,138,81,-33,Estimate
53,Hinsdale,2023,771,-8,6,8,-6,Estimate
55,Huerfano,2023,7059,-42,39,129,48,Estimate
57,Jackson,2023,1310,-4,11,15,0,Estimate
59,Jefferson,2023,577599,1019,5341,5096,774,Estimate
61,Kiowa,2023,1380,-50,19,22,-47,Estimate
63,Kit Carson,2023,7021,10,78,84,16,Estimate
65,Lake,2023,7366,13,93,42,-38,Estimate
67,La Plata,2023,56421,-150,424,416,-158,Estimate
69,Larimer,2023,371450,3388,2952,2750,3186,Estimate
71,Las Animas,2023,14419,111,117,211,205,Estimate
73,Lincoln,2023,5501,-21,57,61,-17,Estimate
75,Logan,2023,20624,-192,165,263,-94,Estimate
77,Mesa,2023,159701,1105,1428,1777,1454,Estimate
79,Mineral,2023,934,10,5,12,17,Estimate
81,Moffat,2023,13319,150,148,95,97,Estimate
83,Montezuma,2023,26641,130,236,328,222,Estimate
85,Montrose,2023,44287,440,402,532,570,Estimate
87,Morgan,2023,29795,399,406,282,275,Estimate
89,Otero,2023,18142,-135,195,252,-78,Estimate
91,Ouray,2023,5177,81,33,44,92,Estimate
93,Park,2023,18124,210,151,141,200,Estimate
95,Phillips,2023,4471,21,54,70,37,Estimate
97,Pitkin,2023,16679,-189,133,63,-259,Estimate
99,Prowers,2023,11779,-46,155,136,-65,Estimate
101,Pueblo,2023,169681,277,1694,2152,735,Estimate
103,Rio Blanco,2023,6581,24,50,57,31,Estimate
105,Rio Grande,2023,11208,-122,121,137,-106,Estimate
107,Routt,2023,25137,32,193,139,-22,Estimate
109,Saguache,2023,6683,60,59,75,76,Estimate
111,San Juan,2023,803,3,10,5,-2,Estimate
113,San Miguel,2023,7870,-136,47,33,-150,Estimate
115,Sedgwick,2023,2320,23,17,39,45,Estimate
117,Summit,2023,30812,-95,242,86,-251,Estimate
119,Teller,2023,24704,-155,180,219,-116,Estimate
121,Washington,2023,4851,11,44,60,27,Estimate
123,Weld,2023,360272,9709,4859,2309,7159,Estimate
125,Yuma,2023,9985,9,121,92,-20,Estimate
0,Colorado,2024,5956729,56309,62399,44950,38860,Estimate
1,Adams,2024,543760,7859,7008,3624,4475,Estimate
3,Alamosa,2024,16632,-18,173,169,-22,Estimate
5,Arapahoe,2024,666557,4993,7652,4779,2120,Estimate
7,Archuleta,2024,14137,-45,94,139,0,Estimate
9,Baca,2024,3398,9,30,61,40,Estimate
11,Bent,2024,5744,44,40,75,79,Estimate
13,Boulder,2024,329996,1659,2304,2178,1533,Estimate
14,Broomfield,2024,78453,1320,676,513,1157,Estimate
15,Chaffee,2024,20802,200,148,185,237,Estimate
17,Cheyenne,2024,1737,-4,21,25,0,Estimate
19,Clear Creek,2024,9125,-39,61,66,-34,Estimate
21,Conejos,2024,7525,33,94,84,23,Estimate
23,Costilla,2024,3692,60,39,67,88,Estimate
25,Crowley,2024,5632,-7,32,53,14,Estimate
27,Custer,2024,5558,7,53,54,8,Estimate
29,Delta,2024,32295,512,277,397,632,Estimate
31,Denver,2024,728309,7424,8285,5132,4271,Estimate
33,Dolores,2024,2209,-62,12,19,-55,Estimate
35,Douglas,2024,394030,8889,3960,2105,7034,Estimate
37,Eagle,2024,54196,-381,456,198,-639,Estimate
39,Elbert,2024,29337,542,267,216,491,Estimate
41,El Paso,2024,752892,5975,8910,5556,2621,Estimate
43,Fremont,2024,50071,-301,330,623,-8,Estimate
45,Garfield,2024,63174,310,750,393,-47,Estimate
47,Gilpin,2024,5969,50,46,44,48,Estimate
49,Grand,2024,16202,202,136,84,150,Estimate
51,Gunnison,2024,17304,-38,142,111,-69,Estimate
53,Hinsdale,2024,754,-17,3,9,-11,Estimate
55,Huerfano,2024,7025,-34,52,112,26,Estimate
57,Jackson,2024,1270,-40,9,10,-39,Estimate
59,Jefferson,2024,578437,838,5379,4988,447,Estimate
61,Kiowa,2024,1417,37,19,14,32,Estimate
63,Kit Carson,2024,7063,42,78,84,48,Estimate
65,Lake,2024,7353,-13,76,40,-49,Estimate
67,La Plata,2024,56841,420,406,440,454,Estimate
69,Larimer,2024,374387,2937,3025,2736,2648,Estimate
71,Las Animas,2024,14565,146,114,205,237,Estimate
73,Lincoln,2024,5575,74,41,70,103,Estimate
75,Logan,2024,20756,132,191,235,176,Estimate
77,Mesa,2024,161196,1495,1472,1784,1807,Estimate
79,Mineral,2024,934,0,7,13,6,Estimate
81,Moffat,2024,13186,-133,149,103,-179,Estimate
83,Montezuma,2024,26861,220,228,326,318,Estimate
85,Montrose,2024,44748,461,410,537,588,Estimate
87,Morgan,2024,30302,507,407,279,379,Estimate
89,Otero,2024,17916,-226,196,280,-142,Estimate
91,Ouray,2024,5191,14,31,49,32,Estimate
93,Park,2024,18327,203,142,141,202,Estimate
95,Phillips,2024,4484,13,51,43,5,Estimate
97,Pitkin,2024,16593,-86,100,59,-127,Estimate
99,Prowers,2024,11944,165,137,127,155,Estimate
101,Pueblo,2024,169916,235,1685,2055,605,Estimate
103,Rio Blanco,2024,6601,20,44,48,24,Estimate
105,Rio Grande,2024,11139,-69,111,149,-31,Estimate
107,Routt,2024,25241,104,199,130,35,Estimate
109,Saguache,2024,6682,-1,61,52,-10,Estimate
111,San Juan,2024,818,15,1,6,20,Estimate
113,San Miguel,2024,7802,-68,45,36,-77,Estimate
115,Sedgwick,2024,2278,-42,25,49,-18,Estimate
117,Summit,2024,30889,77,266,78,-111,Estimate
119,Teller,2024,24823,119,177,227,169,Estimate
121,Washington,2024,4773,-78,60,53,-85,Estimate
123,Weld,2024,369880,9608,4878,2314,7044,Estimate
125,Yuma,2024,10026,41,128,119,32,Estimate
0,Colorado,2025,5989883,33154,62357,42771,13568,Projection
1,Adams,2025,548596,4836,7095,3708,1449,Projection
3,Alamosa,2025,16626,-6,176,153,-29,Projection
5,Arapahoe,2025,667885,1328,7511,4299,-1884,Projection
7,Archuleta,2025,14092,-45,97,132,-10,Projection
9,Baca,2025,3412,14,36,42,20,Projection
11,Bent,2025,5801,57,25,48,79,Projection
13,Boulder,2025,329440,-556,2351,2218,-689,Projection
14,Broomfield,2025,79402,949,701,531,778,Projection
15,Chaffee,2025,20954,152,138,210,224,Projection
17,Cheyenne,2025,1710,-27,18,17,-29,Projection
19,Clear Creek,2025,9074,-51,65,76,-39,Projection
21,Conejos,2025,7553,28,84,80,24,Projection
23,Costilla,2025,3707,15,28,47,35,Projection
25,Crowley,2025,5644,12,29,34,17,Projection
27,Custer,2025,5543,-15,44,62,2,Projection
29,Delta,2025,32776,481,279,424,625,Projection
31,Denver,2025,731070,2761,8270,4605,-903,Projection
33,Dolores,2025,2154,-55,18,19,-54,Projection
35,Douglas,2025,401211,7181,3868,1993,5306,Projection
37,Eagle,2025,53715,-481,456,160,-778,Projection
39,Elbert,2025,29922,585,290,197,492,Projection
41,El Paso,2025,757067,4175,9002,5096,268,Projection
43,Fremont,2025,49786,-285,341,606,-21,Projection
45,Garfield,2025,63220,46,702,414,-242,Projection
47,Gilpin,2025,6015,46,42,38,41,Projection
49,Grand,2025,16349,147,140,83,90,Projection
51,Gunnison,2025,17249,-55,135,91,-99,Projection
53,Hinsdale,2025,741,-13,4,7,-11,Projection
55,Huerfano,2025,6994,-31,51,111,29,Projection
57,Jackson,2025,1228,-42,9,14,-38,Projection
59,Jefferson,2025,577837,-600,5337,4711,-1225,Projection
61,Kiowa,2025,1416,-1,15,18,2,Projection
63,Kit Carson,2025,7070,7,65,67,9,Projection
65,Lake,2025,7361,8,82,43,-30,Projection
67,La Plata,2025,57239,398,415,439,422,Projection
69,Larimer,2025,376261,1874,3110,2808,1573,Projection
71,Las Animas,2025,14687,122,113,183,192,Projection
73,Lincoln,2025,5595,20,43,43,20,Projection
75,Logan,2025,20866,110,161,191,139,Projection
77,Mesa,2025,162593,1397,1466,1752,1683,Projection
79,Mineral,2025,938,4,6,7,5,Projection
81,Moffat,2025,13067,-119,150,101,-167,Projection
83,Montezuma,2025,26962,101,216,301,186,Projection
85,Montrose,2025,45102,354,432,501,423,Projection
87,Morgan,2025,30407,105,388,282,0,Projection
89,Otero,2025,17744,-172,195,216,-151,Projection
91,Ouray,2025,5192,1,35,44,10,Projection
93,Park,2025,18481,154,124,138,168,Projection
95,Phillips,2025,4475,-9,51,42,-18,Projection
97,Pitkin,2025,16465,-128,107,69,-166,Projection
99,Prowers,2025,12022,78,123,122,77,Projection
101,Pueblo,2025,170033,117,1646,1883,354,Projection
103,Rio Blanco,2025,6602,1,38,58,20,Projection
105,Rio Grande,2025,11087,-52,98,126,-25,Projection
107,Routt,2025,25229,-12,200,153,-59,Projection
109,Saguache,2025,6666,-16,55,64,-7,Projection
111,San Juan,2025,840,22,7,5,20,Projection
113,San Miguel,2025,7742,-60,64,29,-95,Projection
115,Sedgwick,2025,2250,-28,23,30,-21,Projection
117,Summit,2025,30781,-108,238,84,-262,Projection
119,Teller,2025,24826,3,175,243,72,Projection
121,Washington,2025,4677,-96,45,44,-98,Projection
123,Weld,2025,378531,8651,5001,2358,6008,Projection
125,Yuma,2025,9906,-120,130,101,-149,Projection
0,Colorado,2026,6024996,35113,62703,43245,15654,Projection
1,Adams,2026,553633,5037,7150,3783,1670,Projection
3,Alamosa,2026,16619,-7,173,154,-26,Projection
5,Arapahoe,2026,669582,1696,7521,4307,-1517,Projection
7,Archuleta,2026,14047,-45,97,133,-9,Projection
9,Baca,2026,3427,15,35,41,21,Projection
11,Bent,2026,5858,57,26,48,80,Projection
13,Boulder,2026,329009,-431,2342,2250,-523,Projection
14,Broomfield,2026,80411,1010,756,545,799,Projection
15,Chaffee,2026,21101,147,136,215,226,Projection
17,Cheyenne,2026,1682,-27,17,16,-28,Projection
19,Clear Creek,2026,9025,-49,65,76,-38,Projection
21,Conejos,2026,7582,29,84,79,25,Projection
23,Costilla,2026,3713,6,28,48,26,Projection
25,Crowley,2026,5656,12,29,35,18,Projection
27,Custer,2026,5528,-14,46,62,2,Projection
29,Delta,2026,33259,484,285,432,630,Projection
31,Denver,2026,734465,3395,8344,4630,-319,Projection
33,Dolores,2026,2100,-54,18,19,-54,Projection
35,Douglas,2026,408412,7202,3890,2064,5375,Projection
37,Eagle,2026,53294,-421,464,158,-727,Projection
39,Elbert,2026,30508,586,294,203,494,Projection
41,El Paso,2026,761605,4538,9224,5103,417,Projection
43,Fremont,2026,49506,-280,337,599,-18,Projection
45,Garfield,2026,63278,57,698,421,-220,Projection
47,Gilpin,2026,6060,45,43,39,42,Projection
49,Grand,2026,16504,155,146,83,92,Projection
51,Gunnison,2026,17193,-55,132,89,-98,Projection
53,Hinsdale,2026,728,-13,5,6,-11,Projection
55,Huerfano,2026,6962,-31,50,112,30,Projection
57,Jackson,2026,1185,-42,9,13,-38,Projection
59,Jefferson,2026,577256,-581,5245,4722,-1104,Projection
61,Kiowa,2026,1414,-2,15,18,1,Projection
63,Kit Carson,2026,7081,10,65,66,12,Projection
65,Lake,2026,7380,19,84,42,-22,Projection
67,La Plata,2026,57620,381,405,451,426,Projection
69,Larimer,2026,378133,1872,3080,2859,1650,Projection
71,Las Animas,2026,14809,122,114,187,195,Projection
73,Lincoln,2026,5605,10,42,43,10,Projection
75,Logan,2026,20974,108,158,193,142,Projection
77,Mesa,2026,163962,1369,1468,1792,1693,Projection
79,Mineral,2026,941,3,5,8,5,Projection
81,Moffat,2026,12952,-115,148,100,-163,Projection
83,Montezuma,2026,27058,97,215,305,186,Projection
85,Montrose,2026,45455,353,433,507,427,Projection
87,Morgan,2026,30528,121,383,283,21,Projection
89,Otero,2026,17571,-173,189,213,-149,Projection
91,Ouray,2026,5192,1,35,44,10,Projection
93,Park,2026,18632,151,124,142,169,Projection
95,Phillips,2026,4470,-5,50,42,-13,Projection
97,Pitkin,2026,16354,-112,108,68,-152,Projection
99,Prowers,2026,12107,85,123,122,84,Projection
101,Pueblo,2026,170127,94,1632,1908,370,Projection
103,Rio Blanco,2026,6604,2,39,57,21,Projection
105,Rio Grande,2026,11035,-52,97,126,-23,Projection
107,Routt,2026,25219,-10,200,158,-52,Projection
109,Saguache,2026,6652,-14,54,65,-4,Projection
111,San Juan,2026,861,22,7,5,20,Projection
113,San Miguel,2026,7687,-55,65,29,-91,Projection
115,Sedgwick,2026,2223,-27,22,29,-20,Projection
117,Summit,2026,30700,-81,237,83,-235,Projection
119,Teller,2026,24824,-3,175,250,72,Projection
121,Washington,2026,4579,-97,42,43,-97,Projection
123,Weld,2026,387269,8738,5074,2423,6087,Projection
125,Yuma,2026,9788,-118,125,99,-143,Projection
0,Colorado,2027,6069974,44978,63096,44072,25954,Projection
1,Adams,2027,559452,5819,7273,3885,2431,Projection
3,Alamosa,2027,16648,29,171,156,14,Projection
5,Arapahoe,2027,674596,5014,7523,4352,1843,Projection
7,Archuleta,2027,14077,30,96,135,68,Projection
9,Baca,2027,3419,-8,35,41,-2,Projection
11,Bent,2027,5839,-18,27,49,4,Projection
13,Boulder,2027,329993,984,2360,2305,928,Projection
14,Broomfield,2027,81525,1114,757,560,917,Projection
15,Chaffee,2027,21277,176,135,222,263,Projection
17,Cheyenne,2027,1683,1,17,16,1,Projection
19,Clear Creek,2027,9041,16,65,76,27,Projection
21,Conejos,2027,7590,7,85,80,2,Projection
23,Costilla,2027,3693,-20,27,49,1,Projection
25,Crowley,2027,5662,6,29,35,12,Projection
27,Custer,2027,5557,29,47,63,45,Projection
29,Delta,2027,33297,38,290,443,191,Projection
31,Denver,2027,739731,5266,8383,4698,1580,Projection
33,Dolores,2027,2100,0,18,18,0,Projection
35,Douglas,2027,415581,7169,3928,2159,5400,Projection
37,Eagle,2027,53479,185,468,156,-127,Projection
39,Elbert,2027,30771,263,303,211,171,Projection
41,El Paso,2027,768498,6893,9437,5141,2598,Projection
43,Fremont,2027,49362,-144,332,595,119,Projection
45,Garfield,2027,63779,501,702,431,231,Projection
47,Gilpin,2027,6075,15,43,40,12,Projection
49,Grand,2027,16580,76,150,84,10,Projection
51,Gunnison,2027,17270,77,129,89,37,Projection
53,Hinsdale,2027,727,0,5,6,1,Projection
55,Huerfano,2027,6905,-57,50,113,6,Projection
57,Jackson,2027,1180,-6,9,13,-1,Projection
59,Jefferson,2027,579089,1833,5179,4767,1422,Projection
61,Kiowa,2027,1410,-4,14,18,-1,Projection
63,Kit Carson,2027,7081,0,65,67,1,Projection
65,Lake,2027,7439,59,86,42,14,Projection
67,La Plata,2027,57776,156,397,468,226,Projection
69,Larimer,2027,380579,2446,3049,2934,2331,Projection
71,Las Animas,2027,14735,-74,114,191,3,Projection
73,Lincoln,2027,5612,7,41,43,9,Projection
75,Logan,2027,20948,-26,157,197,14,Projection
77,Mesa,2027,164559,597,1485,1845,956,Projection
79,Mineral,2027,943,2,5,8,5,Projection
81,Moffat,2027,12975,23,147,99,-25,Projection
83,Montezuma,2027,27036,-23,213,311,75,Projection
85,Montrose,2027,45596,141,433,517,224,Projection
87,Morgan,2027,30667,139,379,286,46,Projection
89,Otero,2027,17522,-49,184,213,-21,Projection
91,Ouray,2027,5191,-1,35,45,9,Projection
93,Park,2027,18789,157,124,148,181,Projection
95,Phillips,2027,4476,6,49,42,-2,Projection
97,Pitkin,2027,16382,29,109,68,-12,Projection
99,Prowers,2027,12093,-13,123,123,-14,Projection
101,Pueblo,2027,170360,233,1600,1952,585,Projection
103,Rio Blanco,2027,6577,-27,39,58,-8,Projection
105,Rio Grande,2027,11002,-33,94,126,-1,Projection
107,Routt,2027,25359,140,201,164,103,Projection
109,Saguache,2027,6675,23,54,67,36,Projection
111,San Juan,2027,862,1,7,5,-1,Projection
113,San Miguel,2027,7755,68,67,28,29,Projection
115,Sedgwick,2027,2215,-8,21,28,0,Projection
117,Summit,2027,30898,198,237,84,45,Projection
119,Teller,2027,24852,28,177,259,110,Projection
121,Washington,2027,4579,0,40,42,2,Projection
123,Weld,2027,392738,5469,5157,2508,2820,Projection
125,Yuma,2027,9817,28,120,98,7,Projection
0,Colorado,2028,6118900,48926,63425,45020,30521,Projection
1,Adams,2028,565753,6300,7335,3989,2955,Projection
3,Alamosa,2028,16679,32,171,158,19,Projection
5,Arapahoe,2028,680490,5894,7572,4439,2761,Projection
7,Archuleta,2028,14131,54,96,137,95,Projection
9,Baca,2028,3411,-8,35,41,-2,Projection
11,Bent,2028,5817,-22,26,49,0,Projection
13,Boulder,2028,331178,1185,2373,2360,1172,Projection
14,Broomfield,2028,82770,1244,784,575,1035,Projection
15,Chaffee,2028,21444,167,134,229,262,Projection
17,Cheyenne,2028,1685,1,16,16,1,Projection
19,Clear Creek,2028,9070,29,65,78,41,Projection
21,Conejos,2028,7599,9,85,81,4,Projection
23,Costilla,2028,3672,-21,27,49,1,Projection
25,Crowley,2028,5668,6,29,36,13,Projection
27,Custer,2028,5594,37,48,65,54,Projection
29,Delta,2028,33371,74,288,448,234,Projection
31,Denver,2028,745628,5897,8427,4774,2245,Projection
33,Dolores,2028,2099,-2,17,18,0,Projection
35,Douglas,2028,422791,7210,3967,2257,5500,Projection
37,Eagle,2028,53647,168,476,158,-150,Projection
39,Elbert,2028,31072,301,301,217,218,Projection
41,El Paso,2028,776143,7645,9639,5207,3213,Projection
43,Fremont,2028,49257,-104,328,595,162,Projection
45,Garfield,2028,64374,595,713,444,325,Projection
47,Gilpin,2028,6093,18,44,41,15,Projection
49,Grand,2028,16670,91,154,85,22,Projection
51,Gunnison,2028,17355,85,126,90,49,Projection
53,Hinsdale,2028,728,1,5,6,1,Projection
55,Huerfano,2028,6848,-57,49,113,8,Projection
57,Jackson,2028,1175,-5,9,13,0,Projection
59,Jefferson,2028,581170,2081,5119,4841,1802,Projection
61,Kiowa,2028,1405,-4,14,18,-1,Projection
63,Kit Carson,2028,7081,1,65,67,2,Projection
65,Lake,2028,7506,67,89,42,19,Projection
67,La Plata,2028,57949,172,385,484,272,Projection
69,Larimer,2028,383012,2433,3029,3012,2416,Projection
71,Las Animas,2028,14660,-75,112,193,5,Projection
73,Lincoln,2028,5616,4,40,43,7,Projection
75,Logan,2028,20920,-28,154,200,18,Projection
77,Mesa,2028,165353,794,1473,1907,1228,Projection
79,Mineral,2028,945,1,5,8,5,Projection
81,Moffat,2028,12993,18,147,100,-29,Projection
83,Montezuma,2028,27025,-10,210,315,95,Projection
85,Montrose,2028,45790,194,429,522,287,Projection
87,Morgan,2028,30812,145,375,288,58,Projection
89,Otero,2028,17466,-55,182,213,-24,Projection
91,Ouray,2028,5193,2,35,46,13,Projection
93,Park,2028,18936,148,124,154,178,Projection
95,Phillips,2028,4484,8,49,42,0,Projection
97,Pitkin,2028,16409,27,110,69,-14,Projection
99,Prowers,2028,12076,-17,122,124,-15,Projection
101,Pueblo,2028,170674,314,1564,1996,747,Projection
103,Rio Blanco,2028,6550,-27,39,58,-8,Projection
105,Rio Grande,2028,10968,-34,93,127,0,Projection
107,Routt,2028,25514,155,202,171,124,Projection
109,Saguache,2028,6697,22,54,69,37,Projection
111,San Juan,2028,863,1,7,5,-1,Projection
113,San Miguel,2028,7833,78,69,28,38,Projection
115,Sedgwick,2028,2208,-7,20,29,1,Projection
117,Summit,2028,31093,195,238,86,42,Projection
119,Teller,2028,24855,4,176,268,96,Projection
121,Washington,2028,4580,1,39,42,4,Projection
123,Weld,2028,398203,5465,5196,2585,2854,Projection
125,Yuma,2028,9847,31,118,98,11,Projection
0,Colorado,2029,6171182,52282,63706,46027,34602,Projection
1,Adams,2029,572635,6882,7394,4096,3584,Projection
3,Alamosa,2029,16713,34,171,161,23,Projection
5,Arapahoe,2029,686297,5807,7631,4540,2716,Projection
7,Archuleta,2029,14212,81,96,140,125,Projection
9,Baca,2029,3402,-9,35,41,-3,Projection
11,Bent,2029,5795,-22,26,49,1,Projection
13,Boulder,2029,332594,1416,2397,2419,1438,Projection
14,Broomfield,2029,84093,1323,761,591,1153,Projection
15,Chaffee,2029,21603,160,133,236,263,Projection
17,Cheyenne,2029,1686,1,16,16,2,Projection
19,Clear Creek,2029,9109,39,66,79,52,Projection
21,Conejos,2029,7608,9,86,81,4,Projection
23,Costilla,2029,3650,-22,26,50,2,Projection
25,Crowley,2029,5673,5,29,36,13,Projection
27,Custer,2029,5639,45,48,66,63,Projection
29,Delta,2029,33493,122,287,453,288,Projection
31,Denver,2029,751946,6318,8461,4854,2710,Projection
33,Dolores,2029,2096,-3,17,18,-1,Projection
35,Douglas,2029,429940,7149,4006,2357,5500,Projection
37,Eagle,2029,54062,414,484,159,90,Projection
39,Elbert,2029,31409,337,298,223,262,Projection
41,El Paso,2029,784553,8410,9830,5279,3859,Projection
43,Fremont,2029,49206,-52,325,596,219,Projection
45,Garfield,2029,65068,694,725,456,426,Projection
47,Gilpin,2029,6113,20,44,43,19,Projection
49,Grand,2029,16775,105,157,86,34,Projection
51,Gunnison,2029,17447,91,124,91,58,Projection
53,Hinsdale,2029,729,1,6,6,1,Projection
55,Huerfano,2029,6791,-57,48,114,9,Projection
57,Jackson,2029,1169,-5,9,13,-1,Projection
59,Jefferson,2029,583011,1841,5070,4924,1695,Projection
61,Kiowa,2029,1400,-5,14,17,-1,Projection
63,Kit Carson,2029,7082,1,66,67,2,Projection
65,Lake,2029,7580,74,92,42,24,Projection
67,La Plata,2029,58143,195,376,502,321,Projection
69,Larimer,2029,385519,2507,3020,3094,2580,Projection
71,Las Animas,2029,14580,-79,110,194,5,Projection
73,Lincoln,2029,5625,10,39,43,14,Projection
75,Logan,2029,20894,-26,153,203,24,Projection
77,Mesa,2029,166478,1125,1460,1973,1638,Projection
79,Mineral,2029,946,1,4,9,5,Projection
81,Moffat,2029,13006,13,148,101,-34,Projection
83,Montezuma,2029,27023,-3,207,320,110,Projection
85,Montrose,2029,46053,263,426,528,365,Projection
87,Morgan,2029,30964,151,372,291,71,Projection
89,Otero,2029,17402,-64,180,213,-31,Projection
91,Ouray,2029,5198,5,34,47,17,Projection
93,Park,2029,19075,139,125,161,174,Projection
95,Phillips,2029,4483,-1,49,42,-8,Projection
97,Pitkin,2029,16430,21,110,70,-20,Projection
99,Prowers,2029,12055,-22,120,124,-18,Projection
101,Pueblo,2029,171074,401,1525,2042,918,Projection
